HIAN_Done,name,category,subcategory,description,profession,specialization,period,title,equititle,family,custom,ke,othernames,theme,birthanddeath
true,Bùi Thị Xuân,Nhân vật lịch sử,Quân sự,"Bùi Thị Xuân là một nữ tướng nổi bật trong lịch sử Việt Nam, từng giữ chức Đô đốc dưới triều Tây Sơn. Bà sinh tại thôn Xuân Hòa, huyện Tây Sơn, tỉnh Bình Định, nổi tiếng với tài võ nghệ và khả năng huấn luyện voi chiến. Bà chỉ huy đội tượng binh, tham gia nhiều trận đánh lớn như Rạch Gầm – Xoài Mút và đại phá quân Thanh năm 1789. Sau khi triều Tây Sơn suy yếu, bà bị bắt và xử tử cùng con gái vào năm 1802.",Danh tướng,,Nhà Tây Sơn,Đô đốc triều Tây Sơn,,Vợ của Trần Quang Diệu,,,,,1752 - 1802
true,Bùi Thiện Ngộ,Nhân vật lịch sử,Quân sự,"Bùi Thiện Ngộ sinh tại phường Tân Định, quận 1, thành phố Hồ Chí Minh. Ông tham gia cách mạng từ năm 1945 và hoạt động trong lực lượng công an từ năm 1948 tại Biên Hòa. Sau năm 1954, ông tập kết ra Bắc và tiếp tục công tác trong ngành công an, từng học tại Liên Xô và giảng dạy tại Trường Công an Trung ương. Trong thời kỳ chiến tranh, ông giữ nhiều chức vụ tại Ban An ninh Trung ương Cục miền Nam. Sau năm 1975, ông đảm nhiệm các vị trí lãnh đạo trong Bộ Nội vụ, được phong Thượng tướng năm 1992 và giữ chức Bộ trưởng từ 1991 đến 1996. Ông mất năm 2006 tại TP Hồ Chí Minh.","Quân nhân, quan chức chính quyền",,Cách mạng & kháng chiến,"Thượng tướng Công an nhân dân Việt Nam; Bộ trưởng Bộ Nội vụ (nay là Bộ Công an); Ủy viên Bộ Chính trị khóa VII; Ủy viên Trung ương Đảng khóa VI, VII; Phó Bí thư Đảng ủy Công an Trung ương; Đại biểu Quốc hội khóa IX; Ủy viên Hội đồng Quốc phòng và An ninh của Quốc hội",,,,,,,24/10/1929 - 1/7/2006
true,Bùi Trang Chước,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Bùi Trang Chước, tên khai sinh là Nguyễn Văn Chước, sinh tại làng Phú Xá, xã Phú Thượng, huyện Từ Liêm (nay thuộc quận Tây Hồ, Hà Nội). Ông tốt nghiệp xuất sắc Trường Cao đẳng Mỹ thuật Đông Dương năm 1941 và từng giảng dạy tại Trường Kiến trúc Đà Lạt. Sau Cách mạng tháng Tám, ông tham gia kháng chiến và giảng dạy tại Trường Mỹ thuật Hà Nội. Trong sự nghiệp, ông thiết kế nhiều mẫu tem, tiền, huân chương và huy chương cho Nhà nước. Tác phẩm nổi bật nhất của ông là mẫu Quốc huy Việt Nam, được Quốc hội khóa I phê chuẩn năm 1956. Với hơn 1.000 tác phẩm, ông được xem là một trong những họa sĩ có đóng góp lớn cho nền mỹ thuật ứng dụng Việt Nam thế kỷ XX. Tên ông được đặt cho một con đường ở quê ông để tưởng nhớ công lao.",Họa sĩ,,Cách mạng & kháng chiến,"Giảng viên Trường Đại học Mỹ thuật Công nghiệp Hà Nội; Chuyên gia vẽ tiền tại Vụ Phát hành, Ngân hàng Nhà nước Việt Nam",,,,,,,21/5/1915 - 27/2/1992
true,Bùi Xuân Phái,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Bùi Xuân Phái là một trong những danh họa tiêu biểu của mỹ thuật hiện đại Việt Nam. Ông sinh tại làng Kim Hoàng, huyện Hoài Đức, tỉnh Hà Tây (nay thuộc Hà Nội), và tốt nghiệp Trường Cao đẳng Mỹ thuật Đông Dương. Ông nổi tiếng với dòng tranh sơn dầu về phố cổ Hà Nội, được công chúng gọi là “Phố Phái”, thể hiện nét đẹp cổ kính và chiều sâu tâm hồn đô thị. Ngoài tranh phố, ông còn vẽ chèo, chân dung, tĩnh vật và nông thôn. Năm 1996, ông được truy tặng Giải thưởng Hồ Chí Minh về văn học nghệ thuật.",Họa sĩ,,Cách mạng & kháng chiến,,,,,,,,1/9/1920 - 24/6/1988
true,Bùi Xương Trạch,Nhân vật lịch sử,Quan chức,"Bùi Xương Trạch sinh tại làng Định Công, sau chuyển đến sống tại làng Thịnh Liệt, huyện Thanh Trì (nay thuộc quận Hoàng Mai, Hà Nội). Ông đỗ tiến sĩ năm 1478 dưới triều vua Lê Thánh Tông và từng tham gia chiến dịch đánh Chiêm Thành. Ông được giao nhiều chức vụ quan trọng trong triều đình, nổi bật với vai trò soạn bài ký Quảng Văn đình năm 1493. Ông cũng từng đi sứ nhà Minh và giữ chức Tể tướng kiêm Đô ngự sử. Sau khi mất, ông được truy phong Thái phó và Quảng Quốc công. Tên ông hiện được đặt cho một tuyến phố tại khu vực Định Công, Hà Nội để tưởng nhớ công lao của ông.",Nhà giáo; Quan lại thời phong kiến,,Nhà Hậu Lê,Tiến sĩ; Hiệu thư Đồng các; Thiêm đô ngự sử; Thượng thư bộ Binh; Tế tửu Quốc Tử Giám; Thượng thư Trưởng Lục bộ; Đô ngự sử; Quảng Văn hầu; Thái phó; Quảng Quốc công,,,,,,,1450 - 1529
false,Bưởi,Địa danh,,,,,,,,,,Kẻ Bưởi,,,
,Cách mạng Tháng Tám,Sự kiện lịch sử,,,,,Cách mạng & kháng chiến,,,,,,,,
true,Cấm Chỉ,Khác,,"Cấm Chỉ là tên một ngõ ở phía Nam Hoàng Thành Thăng Long. Tương truyền tên ngõ được đặt theo câu chuyện gắn với vua Lê Trang Tông (có tên dân gian là Chúa Chổm). Tương truyền, chúa Chổm có vía tốt, ngồi ăn ở đâu là ở đó buôn bán đắt, nên được chủ quán cho ăn chịu, ghi nợ. Sau khi được Nguyễn Kim đón về lập làm vua, Chúa Chổm trở lại kinh thành thì bị chủ nợ kéo đến đòi tiền. Để tránh hỗn loạn, Nguyễn Kim cho viết bảng 'Cấm Chỉ' gần Cửa Nam, cấm dân chúng chỉ trỏ đòi nợ vua. Theo một dị bản khác thì ông hoàng nhà Hậu Lê lúc còn trẻ sa cơ lỡ bước, say sưa tối ngày nên mắc nợ khắp các quán rượu. Khi ông làm vua, nhiều chủ nợ chạy theo kiệu đòi tiền. Tới đoạn Cửa Nam bây giờ, ông cho quân lính ngồi trên lưng voi/ngựa rải tiền xuống đất, ai nhặt được thì coi như thanh toán xong nợ, và ""cấm chỉ"" không được đi theo để đòi tiền nữa. Nơi ông rải tiền sau này được đặt tên là ngõ Cấm Chỉ.",,,,,,,,,,,
false,Cảm Hội,Địa danh,,,,,,,,,,,,,
true,Cẩm Văn,Địa danh,,,,,,,,,,,,,
true,Cao Bá Quát,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Cao Bá Quát sinh tại làng Phú Thị, huyện Gia Lâm, trấn Kinh Bắc (nay thuộc Hà Nội). Ông nổi tiếng từ nhỏ với tài văn chương và từng đỗ Á nguyên kỳ thi Hương năm 1831. Sau đó, ông được bổ làm Hành tẩu tại Bộ Lễ triều Nguyễn. Trong sự nghiệp, ông để lại nhiều tác phẩm thơ văn có giá trị, phản ánh tư tưởng tự do và phê phán xã hội phong kiến. Cuối đời, ông tham gia cuộc khởi nghĩa Mỹ Lương chống lại triều đình và tử trận năm 1855. Cao Bá Quát được xem là một trong những nhà thơ lớn của Việt Nam thế kỷ XIX.",Nhà thơ; Quan lại; Quân sư,,Nhà Nguyễn & Pháp thuộc,Hành tẩu Bộ Lễ; Quân sư trong cuộc nổi dậy Mỹ Lương,,,,,,,1808 - 1855
true,Cao Đạt,Nhân vật lịch sử,Cách mạng,"Cao Đạt là một trong những thủ lĩnh địa phương tham gia phong trào Cần Vương chống Pháp cuối thế kỷ XIX tại Thanh Hóa. Ông được giao chức Tán tương quân vụ, phụ trách chỉ huy nghĩa quân ở cấp huyện, phối hợp với các lãnh tụ như Tống Duy Tân, Phạm Bành, Cầm Bá Thước dưới sự chỉ đạo của Trần Xuân Soạn. Các nghĩa quân tổ chức kháng chiến theo cơ ngũ, lập căn cứ tại vùng rừng núi để chống lại quân Pháp.","Võ tướng, nhà hoạt động kháng chiến",,Nhà Nguyễn & Pháp thuộc,Tán tương quân vụ,,,,,,, - 1941
true,Cao Thắng,Nhân vật lịch sử,Cách mạng,"Cao Thắng là một trong những thủ lĩnh tiêu biểu của phong trào Cần Vương chống Pháp cuối thế kỷ XIX. Ông tham gia cuộc khởi nghĩa Hương Khê do Phan Đình Phùng lãnh đạo và được giao quyền chỉ huy lực lượng nghĩa quân. Ngoài vai trò quân sự, ông còn tổ chức chế tạo súng trường theo mẫu thiết kế riêng, góp phần nâng cao năng lực chiến đấu của nghĩa quân. Ông mất trong một trận giao tranh tại Vụ Quang, Hà Tĩnh năm 1893.","Võ tướng, nhà hoạt động kháng chiến",,Nhà Nguyễn & Pháp thuộc,Chỉ huy nghĩa quân Hương Khê,,,,,,,6/6/1864 - 21/1/1893
true,Cao Xuân Huy,Nhân vật lịch sử,Giáo dục,"Cao Xuân Huy sinh tại làng Thịnh Mỹ, xã Cao Xá, huyện Diễn Châu, tỉnh Nghệ An, trong một gia đình khoa bảng. Ông tốt nghiệp Trường Cao đẳng Sư phạm Đông Dương năm 1925 và giảng dạy triết học phương Đông tại nhiều cơ sở giáo dục từ trước năm 1945 đến sau năm 1954. Sau khi hòa bình lập lại, ông giảng dạy tại Đại học Tổng hợp Hà Nội và Viện Văn học, chuyên về triết học cổ phương Đông, Hán học và tâm lý học. Ông để lại nhiều giáo trình và công trình nghiên cứu về Kinh Dịch, Luận Ngữ, Mạnh Tử, có ảnh hưởng lớn trong giới nghiên cứu triết học Việt Nam. Năm 1996, ông được truy tặng Giải thưởng Hồ Chí Minh về khoa học và công nghệ.","Nhà giáo, nhà nghiên cứu triết học",,Cách mạng & kháng chiến,Giáo sư Đại học Tổng hợp Hà Nội; Ủy viên Ban Hán Nôm; Giảng viên Viện Văn học,,,,,,,28/5/1900 - 22/10/1983
true,Cát Linh,Di tích,,"Cát Linh là tên một ngôi chùa ở Hà Nội. Chùa có tên chữ là Phổ Quang tự, trước thuộc thôn Cận Tú Uyên, tổng Yên Thành, huyện Vĩnh Thuận. Theo bài minh trên quả chuông đúc năm 1813, chùa do Tam Tổ Trúc Lâm thời vua Trần Nhân Tông để lại, sau này được mở rộng vào đời Lê Thái Tông. Chùa là địa điểm quân dân thủ đô trú tự vệ thời kháng chiến chống Pháp. Đến năm 1955, do không có sư trụ trì nên chùa xuống cấp, tới năm 1990 mới được trùng tu.",,,,,,,,,,,
false,Cầu Am,Địa danh,,,,,,,,,,,,,
false,Cầu Bây,Địa danh,,,,,,,,,,,,,
true,Cầu Bươu,Địa danh,,"Cầu Bươu là tên một cây cầu ở phía Tây Nam Hà Nội. Cầu vốn thuộc Đường tỉnh 70A, bắc qua một phần sông đào nối từ sông Tô Lịch đến sông Nhuệ.",,,,,,,,,,,
false,Cầu Cốc,Địa danh,,,,,,,,,,,,,
true,Cầu Đất,Địa danh,,"Cầu Đất là một địa danh cũ ở khu vực đê sông Hồng, Hà Nội. Trước đây khu vực này là bãi đất bồi ven sông Hồng, thuộc phường Cơ Xá, nay phố Cầu Đất thuộc phường Hồng Hà. Để đi từ trong đê ra bến tàu sông Hồng, người ta phải đi qua những đoạn đất trũng, thường xuyên bị ngập nước. Dân xung quanh phải đắp đất cao lên, hoặc xây cống để tạo lối đi khô ráo tạo thành cầu đất.",,,,,,,,,,,
false,Cầu Dậu,Địa danh,,,,,,,,,,,,,
false,Cầu Diễn,Địa danh,,,,,,,,,,,,,
false,Cầu Đơ,Địa danh,,,,,,,,,,Kẻ Đơ,,,
false,Cầu Đông,Di tích,,,,,,,,,,,,,
true,Cầu Giấy,Địa danh,,"Cầu Giấy là tên một cây cầu ở phía Tây Hà Nội. Cây cầu này bắc qua sông Tô Lịch, hiện đang là ranh giới giữa 4 phường Giảng Võ, Nghĩa Đô, Cầu Giấy và Láng. Cầu có từ lâu, thời Lý gọi là cầu Tây Dương, sau gọi là cầu Yên Quyết theo tên làng Yên Quyết gần đó. Sau khi làng Thượng Yên Quyết đổi tên là Yên Hoà thì cầu đổi tên theo, rồi cuối cùng đổi tên là Cầu Giấy theo tên dân gian. Cầu Giấy được đặt theo tên dân gian của làng Giấy, là làng Thượng Yên Quyết.",,"Làm giấy dó, dệt vải",,Làm giấy dó,,,,Kẻ Cót,Thượng Yên Quyết,,
true,Cầu Gỗ,Địa danh,,"Cầu Gỗ là tên một cây cầu từng tồn tại ở khu vực này. Trước đây có hồ Thái Cực (dân gian quen gọi là hồ Hàng Đào) ở khu vực được giới hạn bởi các phố Hàng Bè, Hàng Bạc, Hàng Đào và Cầu Gỗ. Hồ này có một con mương nhỏ thông với hồ Hoàn Kiếm. Để đi lại, người dân bỏ tiền làm cầu bằng gỗ bắc qua con mương này.",,,,,,,,,,,
true,Cầu Mới,Địa danh,,"Cầu Mới là tên của một cây cầu bắc qua sông Tô Lịch, nằm trên trục đường Tây Sơn - Nguyễn Trãi. Cầu được gọi là cầu mới để phân biệt với cây cầu cũ nối Hà Nội với Hà Đông, là cầu cống Mọc (hay còn gọi là cầu Giáp Nhất).",,,,,,,,,,,
true,Chả Cá,Khác,,"Chả cá là một món ăn đặc sản của Hà Nội. Món ăn này được gia đình cụ Đoàn Xuân Phúc sáng tạo vào năm 1871, bắt đầu bán tại số 14 phố Hàng Sơn (14 phố Chả Cá hiện nay) tại Chả Cá Sơn Hải. Chả cá được làm từ cá lăng thái miếng, tẩm ướp, nướng trên than củi rồi rán lại trong chảo mỡ. Chả cá thường được ăn với thì là, hành lá, rắc thêm lạc và rưới mắm tôm. Tên món ăn chả cá Lã Vọng là do nhà hàng Sơn Hải có đặt tượng Lã Vọng cầm cần câu và một xâu cá, sau này người dân lấy tên đặt cho món ăn và tên phố đó.",,,,,,,,,,,
true,Chân Cầm,Địa danh,,"Chân Cầm là tên một địa danh cổ ở khu vực 36 phố phường Hà Nội. Tên Chân Cầm là ghép của hai thôn cổ là Chân Tiên và Minh Cầm thuộc tổng Hậu Nghiêm, huyện Thọ Xương; nay phố Chân Cầm thuộc phường Hoàn Kiếm. Thôn Chân Tiên từng có chùa Chân Tiên, sau này được di dời về phố Bà Triệu để phục vụ quy hoạch đô thị Pháp. Chân Tiên còn có tên khác là Chân Tiên Hàng Đàn (hiện chưa xác định được ở đây ""Đàn"" là nhạc cụ dân tộc hay các loại đồ gỗ).",,,,,,,,,,,
false,Châu Đài,Không rõ,,,,,,,,,,,,,
false,Châu Long,Địa danh,,,,,,,,,,,,,
true,Châu Văn Liêm,Nhân vật lịch sử,Cách mạng,"Châu Văn Liêm là một trong sáu đại biểu tham dự hội nghị thành lập Đảng Cộng sản Việt Nam tại Hương Cảng năm 1930. Ông sinh ra tại làng Thới Thạnh, huyện Ô Môn, tỉnh Cần Thơ, trong một gia đình Nho học. Sau khi tốt nghiệp trường Sư phạm Đông Dương, ông giảng dạy tại Long Xuyên và Chợ Thủ, đồng thời tổ chức các phong trào yêu nước trong giới học sinh và giáo viên. Ông từng giữ chức Bí thư Tỉnh ủy Gia Định và Chợ Lớn, lãnh đạo nhiều hoạt động đấu tranh chống thực dân. Ngày 4 tháng 5 năm 1930, ông bị bắn chết khi dẫn đầu đoàn biểu tình tại Chợ Lớn.","Nhà giáo, nhà hoạt động cách mạng",,Nhà Nguyễn & Pháp thuộc,"Bí thư Tỉnh ủy Gia Định, Bí thư Tỉnh ủy Chợ Lớn",,,,,,,29/6/1902 - 4/5/1930
true,Chế Lan Viên,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Chế Lan Viên, tên thật là Phan Ngọc Hoan, sinh tại xã Cam An, huyện Cam Lộ, tỉnh Quảng Trị. Ông lớn lên tại Quy Nhơn, nơi được xem là quê hương thứ hai của ông. Bắt đầu sáng tác từ tuổi thiếu niên, ông nổi bật với tập thơ “Điêu tàn” năm 1937, mang phong cách siêu thực và triết lý. Sau Cách mạng tháng Tám, ông tham gia phong trào kháng chiến và công tác văn hóa. Từ năm 1954, ông làm biên tập viên báo Văn học, sau đó là báo Văn nghệ. Trong sự nghiệp, ông để lại nhiều tác phẩm tiêu biểu như “Ánh sáng và phù sa”, “Tiếng hát con tàu”, thể hiện chiều sâu tư tưởng và khả năng sáng tạo hình ảnh. Năm 1996, ông được truy tặng Giải thưởng Hồ Chí Minh về văn học nghệ thuật.",Nhà thơ; Nhà văn; Biên tập viên,,Cách mạng & kháng chiến,"Ủy viên thường vụ Hội Nhà văn Việt Nam; Ủy viên Ban thư ký Hội Nhà văn Việt Nam; Đại biểu Quốc hội Việt Nam Dân chủ Cộng hòa các khóa IV, V, VI; Ủy viên Ban văn hóa – giáo dục của Quốc hội",,,,,,,20/10/1920 - 19/6/1989
false,Chiến Thắng (Hà Đông),Không rõ,,,,,,,,,,,,,
