name:trivia,processedname,ward,trivia,localhero
Ngách 184/41 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,
Ngách 54/1 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,
Ngách 54/3 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,
Ngách 54/5 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,
Ngách 54/7 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,
Ngõ 46 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,TRUE
Ngõ 54 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,TRUE
Ngõ 72 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,TRUE
Ngõ 90 Phố Hoa Bằng - Cầu Giấy,Hoa Bằng,Cầu Giấy,,TRUE
Ngõ 25 Phố Hoàng Quán Chi - Cầu Giấy,Hoàng Quán Chi,Cầu Giấy,,TRUE
Ngõ 9 Phố Hoàng Quán Chi - Cầu Giấy,Hoàng Quán Chi,Cầu Giấy,,TRUE
Phố Hoàng Quán Chi - Cầu Giấy,Hoàng Quán Chi,Cầu Giấy,,TRUE
Hẻm 59/1/2 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngách 59/1 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngách 59/14 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngách 59/15 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngách 59/16 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngõ 105 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngõ 38 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Ngõ 59 Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Phố Khúc Thừa Dụ - Cầu Giấy,Khúc Thừa Dụ,Cầu Giấy,,
Cầu vượt Mai Dịch - Cầu Giấy,Mai Dịch,Cầu Giấy,,
Phố Nguyễn Hữu An - Cầu Giấy,Nguyễn Hữu An,Cầu Giấy,,
Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/39 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/55 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/60 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/64 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/70 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/77 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/80 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/81 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 381/85 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 445/25 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 445/62 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngách 445/68 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 331 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 347 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 353 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 367 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 381 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 401 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 419 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 427 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 439 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Ngõ 445 Đường Nguyễn Khang - Cầu Giấy,Nguyễn Khang,Cầu Giấy,,
Đường Nguyễn Khánh Toàn - Cầu Giấy,Nguyễn Khánh Toàn,Cầu Giấy,,
Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Ngõ 43 Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Ngõ 81 Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Ngõ 87 Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Ngõ 89 Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Ngõ 99 Đường Nguyễn Phong Sắc - Cầu Giấy,Nguyễn Phong Sắc,Cầu Giấy,,
Phố Nguyễn Quốc Trị - Cầu Giấy,Nguyễn Quốc Trị,Cầu Giấy,,
Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngách 10/19 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngách 10/2 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngách 10/45 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngõ 10 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngõ 12 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngõ 16 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Ngõ 34 Đường Nguyễn Văn Huyên - Cầu Giấy,Nguyễn Văn Huyên,Cầu Giấy,,
Đường Phạm Hùng - Cầu Giấy,Phạm Hùng,Cầu Giấy,,
Ngõ 1 Đường Phạm Hùng - Cầu Giấy,Phạm Hùng,Cầu Giấy,,
Phố Phạm Văn Bạch - Cầu Giấy,Phạm Văn Bạch,Cầu Giấy,,
Đường Phạm Văn Đồng - Cầu Giấy,Phạm Văn Đồng,Cầu Giấy,,
Ngõ 24 Đường Phạm Văn Đồng - Cầu Giấy,Phạm Văn Đồng,Cầu Giấy,,
Ngách 53/15 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 1 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 10 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 12 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 16 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 17 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 19 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 21 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 23 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 24 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 25 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 27 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 29 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 31 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 32 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 33 Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Phố Phan Văn Trường - Cầu Giấy,Phan Văn Trường,Cầu Giấy,,
Ngõ 1 Phố Thành Thái - Cầu Giấy,Thành Thái,Cầu Giấy,,
Ngõ 3 Phố Thành Thái - Cầu Giấy,Thành Thái,Cầu Giấy,,
Phố Thành Thái - Cầu Giấy,Thành Thái,Cầu Giấy,,
Ngõ 14 Phố Thọ Tháp - Cầu Giấy,Thọ Tháp,Cầu Giấy,,
Ngõ 2 Phố Thọ Tháp - Cầu Giấy,Thọ Tháp,Cầu Giấy,,
Phố Thọ Tháp - Cầu Giấy,Thọ Tháp,Cầu Giấy,,
Ngõ 3 Phố Tôn Thất Thuyết - Cầu Giấy,Tôn Thất Thuyết,Cầu Giấy,,
Phố Tôn Thất Thuyết - Cầu Giấy,Tôn Thất Thuyết,Cầu Giấy,,
Ngõ 49 Phố Trần Đăng Ninh - Cầu Giấy,Trần Đăng Ninh,Cầu Giấy,,
Phố Trần Đăng Ninh - Cầu Giấy,Trần Đăng Ninh,Cầu Giấy,,
Ngách 1/1 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 1/10 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 1/2 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 1/20 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 1/24 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 199/1 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 199/3 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/12 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/18 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/2 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/22 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/26 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/4 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 31/8 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 53/15 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/12 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/16 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/2 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/20 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/24 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngách 9/28 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngõ 201 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngõ 215 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngõ 243 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Ngõ 261 Phố Trần Quốc Hoàn - Cầu Giấy,Trần Quốc Hoàn,Cầu Giấy,,
Hẻm 7/2/6 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngách 63/23 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngách 78/3 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngách 78/5 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 107 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 49 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 53 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 57 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 63 Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Phố Trần Quốc Vượng - Cầu Giấy,Trần Quốc Vượng,Cầu Giấy,,
Ngõ 12 Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Ngõ 2 Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Ngõ 20 Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Ngõ 21 Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Ngõ 30 Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Phố Trần Quý Kiên - Cầu Giấy,Trần Quý Kiên,Cầu Giấy,,
Ngách 44/21 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 44/47 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 44/64 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 44/70 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 44/80 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 44/86 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 5/17 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngách 58/2 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 26 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 35 Đường Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 4 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 44 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 45 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 62 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 75 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 76 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 84 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 92 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 95 Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Phố Trần Thái Tông - Cầu Giấy,Trần Thái Tông,Cầu Giấy,,
Ngõ 42 Phố Trương Công Giai - Cầu Giấy,Trương Công Giai,Cầu Giấy,,
Ngõ 56 Phố Trương Công Giai - Cầu Giấy,Trương Công Giai,Cầu Giấy,,
Phố Trương Công Giai - Cầu Giấy,Trương Công Giai,Cầu Giấy,,
Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngách 181/18 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 127 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 130 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 167 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 175 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 181 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 36 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 41 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 63 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 68 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
Ngõ 85 Đường Xuân Thuỷ - Cầu Giấy,Xuân Thuỷ,Cầu Giấy,,
"Cầu Giấy - Cầu Giấy, Láng",Cầu Giấy,"Cầu Giấy, Láng",,
"Cầu Yên Hoà - Cầu Giấy, Láng",Yên Hoà,"Cầu Giấy, Láng",,
"Đường Cầu Giấy - Cầu Giấy, Nghĩa Đô",Cầu Giấy,"Cầu Giấy, Nghĩa Đô",,
"Phố Chùa Hà - Cầu Giấy, Nghĩa Đô",Chùa Hà,"Cầu Giấy, Nghĩa Đô",,
"Phố Nguyễn Đỗ Cung - Cầu Giấy, Nghĩa Đô",Nguyễn Đỗ Cung,"Cầu Giấy, Nghĩa Đô",,
"Đường Nguyễn Khánh Toàn - Cầu Giấy, Nghĩa Đô",Nguyễn Khánh Toàn,"Cầu Giấy, Nghĩa Đô",,
"Đường Nguyễn Phong Sắc - Cầu Giấy, Nghĩa Đô",Nguyễn Phong Sắc,"Cầu Giấy, Nghĩa Đô",,
"Đường Nguyễn Văn Huyên - Cầu Giấy, Nghĩa Đô",Nguyễn Văn Huyên,"Cầu Giấy, Nghĩa Đô",,
"Đường Phạm Văn Đồng - Cầu Giấy, Nghĩa Đô",Phạm Văn Đồng,"Cầu Giấy, Nghĩa Đô",,
"Phố Phan Văn Trường - Cầu Giấy, Nghĩa Đô",Phan Văn Trường,"Cầu Giấy, Nghĩa Đô",,
"Phố Tô Hiệu - Cầu Giấy, Nghĩa Đô",Tô Hiệu,"Cầu Giấy, Nghĩa Đô",,
"Phố Trần Đăng Ninh - Cầu Giấy, Nghĩa Đô",Trần Đăng Ninh,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 1 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 199 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 31 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 37 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 53 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 69 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Ngõ 9 Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Phố Trần Quốc Hoàn - Cầu Giấy, Nghĩa Đô",Trần Quốc Hoàn,"Cầu Giấy, Nghĩa Đô",,
"Phố Dương Đình Nghệ Kéo Dài - Cầu Giấy, Yên Hoà",Dương Đình Nghệ,"Cầu Giấy, Yên Hoà",,
"Hẻm 184/41/12 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Hẻm 184/41/16 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Ngách 184/41 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Ngách 90/1 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Ngách 90/19 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Ngách 90/3 Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Phố Hoa Bằng - Cầu Giấy, Yên Hoà",Hoa Bằng,"Cầu Giấy, Yên Hoà",,TRUE
"Phố Nguyễn Chánh - Cầu Giấy, Yên Hoà",Nguyễn Chánh,"Cầu Giấy, Yên Hoà",,
"Đường Nguyễn Khang - Cầu Giấy, Yên Hoà",Nguyễn Khang,"Cầu Giấy, Yên Hoà",,
"Ngõ 325 Đường Nguyễn Khang - Cầu Giấy, Yên Hoà",Nguyễn Khang,"Cầu Giấy, Yên Hoà",,
"Đường Phạm Hùng - Cầu Giấy, Yên Hoà",Phạm Hùng,"Cầu Giấy, Yên Hoà",,
Ngõ 35 Đường An Thắng - Chương Mỹ,An Thắng,Chương Mỹ,,
Phố An Thắng - Chương Mỹ,An Thắng,Chương Mỹ,,
Đường Biên Giang - Chương Mỹ,Biên Giang,Chương Mỹ,,
Ngách 117/5 Đường Biên Giang - Chương Mỹ,Biên Giang,Chương Mỹ,,
Ngõ 117 Đường Biên Giang - Chương Mỹ,Biên Giang,Chương Mỹ,,
Ngõ 221 Đường Biên Giang - Chương Mỹ,Biên Giang,Chương Mỹ,,
Ngõ 61 Đường Biên Giang - Chương Mỹ,Biên Giang,Chương Mỹ,,
Bình Sơn - Chương Mỹ,Bình Sơn,Chương Mỹ,,
Đường Chùa Trầm - Chương Mỹ,Chùa Trầm,Chương Mỹ,,
Đường Chúc Sơn - Chương Mỹ,Chúc Sơn,Chương Mỹ,,
Đường Chương Đức - Chương Mỹ,Chương Đức,Chương Mỹ,,
Phố Đồng Hoàng Bãi - Chương Mỹ,Đồng Hoàng,Chương Mỹ,,
Ngõ 36 Phố Giang Chính - Chương Mỹ,Giang Chính,Chương Mỹ,,
Phố Giang Chính - Chương Mỹ,Giang Chính,Chương Mỹ,,
Phố Giang Lẻ - Chương Mỹ,Giang Lẻ,Chương Mỹ,,
Đường Hoà Sơn - Chương Mỹ,Hoà Sơn,Chương Mỹ,,
Đường Long Châu - Chương Mỹ,Long Châu,Chương Mỹ,,
Đường Ngọc Sơn - Chương Mỹ,Ngọc Sơn,Chương Mỹ,,
Đường Nguyễn Văn Trỗi - Chương Mỹ,Nguyễn Văn Trỗi,Chương Mỹ,,
Đường Ninh Kiều - Chương Mỹ,Ninh Kiều,Chương Mỹ,,
Đường Phú Mỹ - Chương Mỹ,Phú Mỹ (Chương Mỹ),Chương Mỹ,,
Ngõ 102 Đường Phú Mỹ - Chương Mỹ,Phú Mỹ (Chương Mỹ),Chương Mỹ,,
Phố Phúc Thành - Chương Mỹ,Phúc Thành,Chương Mỹ,,
Phố Phúc Tiến - Chương Mỹ,Phúc Tiến,Chương Mỹ,,
Đường Phượng Bãi - Chương Mỹ,Phượng Bãi,Chương Mỹ,,
Đường Phương Bản - Chương Mỹ,Phương Bản,Chương Mỹ,,
Đường Phượng Giang - Chương Mỹ,Phượng Giang,Chương Mỹ,,
Đường Phượng Yên - Chương Mỹ,Phượng Yên,Chương Mỹ,,
Phố Rạng Đông - Chương Mỹ,Rạng Đông,Chương Mỹ,,
Đường Yên Sơn - Chương Mỹ,Yên Sơn,Chương Mỹ,,
"Cầu Đồng Hoàng - Chương Mỹ, Yên Nghĩa",Đồng Hoàng,"Chương Mỹ, Yên Nghĩa",,
"Cầu Mai Lĩnh - Chương Mỹ, Yên Nghĩa",Mai Lĩnh,"Chương Mỹ, Yên Nghĩa",,
"Cầu Mai Lĩnh (Cũ) - Chương Mỹ, Yên Nghĩa",Mai Lĩnh,"Chương Mỹ, Yên Nghĩa",,
Phố 19 Tháng 12 - Cửa Nam,19 Tháng 12,Cửa Nam,"Sau cuộc kháng chiến bắt đầu nổ ra, nơi đây thành khu mộ tập thể của các nạn nhân chết trong khu vực Hàng Bông - Cửa Nam. Vì đây là khu mộ tập thể nên không xây dựng gì được, chỉ có thể làm chợ chuyên bán thịt chó. Khi Hà Nội bị ném bom, một số người buôn bán dạt từ chợ Hàng Da và Hàng Bè ra đây để tránh bom Mỹ. Năm 1986, thành phố cho di dời mộ phần các nạn nhân đi và đặt tên chính thức cho chợ là Chợ 19 Tháng 12 để ghi nhớ, nhưng dân gian quen gọi tên là Chợ Âm Phủ.",
Phố Bà Triệu - Cửa Nam,Bà Triệu,Cửa Nam,,
Quảng Trường Cách Mạng Tháng Tám - Cửa Nam,Cách Mạng Tháng Tám,Cửa Nam,,
Phố Cửa Nam - Cửa Nam,Cửa Nam,Cửa Nam,,
Ngõ Dã Tượng - Cửa Nam,Dã Tượng,Cửa Nam,,
Phố Dã Tượng - Cửa Nam,Dã Tượng,Cửa Nam,,
Ngõ 1A Phố Đặng Thái Thân - Cửa Nam,Đặng Thái Thân,Cửa Nam,,
Ngõ 3B Phố Đặng Thái Thân - Cửa Nam,Đặng Thái Thân,Cửa Nam,,
Phố Đặng Thái Thân - Cửa Nam,Đặng Thái Thân,Cửa Nam,,
Đường Điện Biên Phủ - Cửa Nam,Điện Biên Phủ,Cửa Nam,,
Phố Đinh Công Tráng - Cửa Nam,Đinh Công Tráng,Cửa Nam,,
Phố Đình Ngang - Cửa Nam,Đình Ngang,Cửa Nam,,
Ngõ Đoàn Nhữ Hài - Cửa Nam,Đoàn Nhữ Hài,Cửa Nam,,
Ngõ Xóm Hạ Hồi - Cửa Nam,Hạ Hồi,Cửa Nam,"Cả làng Hạ Hồi gốc và ngõ Xóm Hạ Hồi đều thường xuyên bị gọi nhầm là Hà Hồi. Thị trưởng đầu tiên của Hà Nội (cụ Trần Văn Lai) đã đặt tên Quang Trung cho một con đường trục chính của khu phố Pháp, nên ông lấy tên xóm Hạ Hồi đặt tên cho một con ngõ hướng ra phố Quang Trung.",
Ngõ 55 Phố Hai Bà Trưng - Cửa Nam,Hai Bà Trưng,Cửa Nam,,
Phố Hai Bà Trưng - Cửa Nam,Hai Bà Trưng,Cửa Nam,,
Ngõ 18 Đường Hàm Long - Cửa Nam,Hàm Long,Cửa Nam,,
Ngõ Hàm Long 1 - Cửa Nam,Hàm Long,Cửa Nam,,
Ngõ Hàm Long 2 - Cửa Nam,Hàm Long,Cửa Nam,,
